"'Airlie Beach - Australia - WSY': null,",Airlie Beach,Australia,WSY
"'Toowoomba - Australia - WTB': null,",Toowoomba,Australia,WTB
"'Yam Island - Australia - XMY': null,",Yam Island,Australia,XMY
"'Thargomindah - Australia - XTG': null,",Thargomindah,Australia,XTG
"'Alice Springs - Australia - ASP': null,",Alice Springs,Australia,ASP
"'Uluru - Australia - AYQ': null,",Uluru,Australia,AYQ
"'Bathurst Island - Australia - BRT': null,",Bathurst Island,Australia,BRT
"'Cooinda - Australia - CDA': null,",Cooinda,Australia,CDA
"'Darwin - Australia - DRW': null,",Darwin,Australia,DRW
"'Elcho Island - Australia - ELC': null,",Elcho Island,Australia,ELC
"'Gove - Australia - GOV': null,",Gove,Australia,GOV
"'Groote Eylandt - Australia - GTE': null,",Groote Eylandt,Australia,GTE
"'Hooker Creek - Australia - HOK': null,",Hooker Creek,Australia,HOK
"'Jabiru - Australia - JAB': null,",Jabiru,Australia,JAB
"'Kalkgurung - Australia - KFG': null,",Kalkgurung,Australia,KFG
"'Katherine - Australia - KTR': null,",Katherine,Australia,KTR
"'Lake Evella - Australia - LEL': null,",Lake Evella,Australia,LEL
"'McArthur River Mine - Australia - MCV': null,",McArthur River Mine,Australia,MCV
"'Milingimbi - Australia - MGT': null,",Milingimbi,Australia,MGT
"'Maningrida - Australia - MNG': null,",Maningrida,Australia,MNG
"'Ramingining - Australia - RAM': null,",Ramingining,Australia,RAM
"'Roper Bar - Australia - RPB': null,",Roper Bar,Australia,RPB
"'Tennant Creek - Australia - TCA': null,",Tennant Creek,Australia,TCA
"'Victoria River Downs - Australia - VCD': null,",Victoria River Downs,Australia,VCD
"'Yuendumu  - Australia - YUE': null,",Yuendumu ,Australia,YUE
"'Avalon - Australia - AVV': null,",Avalon,Australia,AVV
"'Bairnsdale - Australia - BSJ': null,",Bairnsdale,Australia,BSJ
"'Bendigo - Australia - BXG': null,",Bendigo,Australia,BXG
"'Geelong - Australia - GEX': null,",Geelong,Australia,GEX
"'Hamilton - Australia - HLT': null,",Hamilton,Australia,HLT
"'Melbourne - Australia - MBW': null,",Melbourne,Australia,MBW
"'Melbourne - Australia - MEB': null,",Melbourne,Australia,MEB
"'Melbourne - Australia - MEL': null,",Melbourne,Australia,MEL
"'Mount Hotham - Australia - MHU': null,",Mount Hotham,Australia,MHU
"'Mildura - Australia - MQL': null,",Mildura,Australia,MQL
"'Portland - Australia - PTJ': null,",Portland,Australia,PTJ
"'Shepparton - Australia - SHT': null,",Shepparton,Australia,SHT
"'Mallacoota - Australia - XMC': null,",Mallacoota,Australia,XMC
"'Lord Howe Island - Australia - LDH': null,",Lord Howe Island,Australia,LDH
"'Burnie - Australia - BWT': null,",Burnie,Australia,BWT
"'Devonport - Australia - DPO': null,",Devonport,Australia,DPO
"'Flinders Island - Australia - FLS': null,",Flinders Island,Australia,FLS
"'Hobart - Australia - HBA': null,",Hobart,Australia,HBA
"'King Island - Australia - KNS': null,",King Island,Australia,KNS
"'Launceston - Australia - LST': null,",Launceston,Australia,LST
"'Strahan - Australia - SRN': null,",Strahan,Australia,SRN
"'Albany - Australia - ALH': null,",Albany,Australia,ALH
"'Broome - Australia - BME': null,",Broome,Australia,BME
"'Brusselton - Australia - BQB': null,",Brusselton,Australia,BQB
"'Barrow Island - Australia - BWB': null,",Barrow Island,Australia,BWB
"'Carnarvon - Australia - CVQ': null,",Carnarvon,Australia,CVQ
"'Derby - Australia - DRB': null,",Derby,Australia,DRB
"'Esperance - Australia - EPR': null,",Esperance,Australia,EPR
"'Fitzroy Crossing - Australia - FIZ': null,",Fitzroy Crossing,Australia,FIZ
"'Forrest - Australia - FOS': null,",Forrest,Australia,FOS
"'Geraldton - Australia - GET': null,",Geraldton,Australia,GET
"'Argyle - Australia - GYL': null,",Argyle,Australia,GYL
"'Halls Creek - Australia - HCQ': null,",Halls Creek,Australia,HCQ
"'Perth - Australia - JAD': null,",Perth,Australia,JAD
"'Kalbarri - Australia - KAX': null,",Kalbarri,Australia,KAX
"'Cloudbreak - Australia - KFE': null,",Cloudbreak,Australia,KFE
"'Kalgoorlie - Australia - KGI': null,",Kalgoorlie,Australia,KGI
"'Kununurra - Australia - KNX': null,",Kununurra,Australia,KNX
"'Karratha - Australia - KTA': null,",Karratha,Australia,KTA
"'Learmonth - Australia - LEA': null,",Learmonth,Australia,LEA
"'Leinster - Australia - LER': null,",Leinster,Australia,LER
"'Leonora - Australia - LNO': null,",Leonora,Australia,LNO
"'Laverton - Australia - LVO': null,",Laverton,Australia,LVO
"'Shark Bay - Australia - MJK': null,",Shark Bay,Australia,MJK
"'Meekatharra - Australia - MKR': null,",Meekatharra,Australia,MKR
"'Mount Magnet - Australia - MMG': null,",Mount Magnet,Australia,MMG
"'Onslow - Australia - ONS': null,",Onslow,Australia,ONS
"'Paraburdoo - Australia - PBO': null,",Paraburdoo,Australia,PBO
"'Perth - Australia - PER': null,",Perth,Australia,PER
"'Port Hedland - Australia - PHE': null,",Port Hedland,Australia,PHE
"'Rottnest Island - Australia - RTS': null,",Rottnest Island,Australia,RTS
"'Ravensthorpe - Australia - RVT': null,",Ravensthorpe,Australia,RVT
"'Solomon - Australia - SLJ': null,",Solomon,Australia,SLJ
"'Telfer - Australia - TEF': null,",Telfer,Australia,TEF
"'Mount Keith - Australia - WME': null,",Mount Keith,Australia,WME
"'Wiluna - Australia - WUN': null,",Wiluna,Australia,WUN
"'Wyndham - Australia - WYN': null,",Wyndham,Australia,WYN
"'Newman - Australia - ZNE': null,",Newman,Australia,ZNE
"'Albury - Australia - ABX': null,",Albury,Australia,ABX
"'Armidale - Australia - ARM': null,",Armidale,Australia,ARM
"'Lake Macquarie - Australia - BEO': null,",Lake Macquarie,Australia,BEO
"'Bathurst - Australia - BHS': null,",Bathurst,Australia,BHS
"'Ballina Byron Bay - Australia - BNK': null,",Ballina Byron Bay,Australia,BNK
"'Bourke - Australia - BRK': null,",Bourke,Australia,BRK
"'Sydney - Australia - BWU': null,",Sydney,Australia,BWU
"'Cobar - Australia - CAZ': null,",Cobar,Australia,CAZ
"'Canberra - Australia - CBR': null,",Canberra,Australia,CBR
"'Camden - Australia - CDU': null,",Camden,Australia,CDU
"'Cessnock - Australia - CES': null,",Cessnock,Australia,CES
"'Coff's Harbour - Australia - CFS': null,",Coff's Harbour,Australia,CFS
"'Coonamble - Australia - CNB': null,",Coonamble,Australia,CNB
"'Coonabarabran - Australia - COJ': null,",Coonabarabran,Australia,COJ
"'Chatsworth - Australia - CWT': null,",Chatsworth,Australia,CWT
"'Dubbo - Australia - DBO': null,",Dubbo,Australia,DBO
"'Mudgee - Australia - DGE': null,",Mudgee,Australia,DGE
"'Griffith - Australia - GFF': null,",Griffith,Australia,GFF
"'Grafton - Australia - GFN': null,",Grafton,Australia,GFN
"'Glen Innes - Australia - GLI': null,",Glen Innes,Australia,GLI
"'Goulburn - Australia - GUL': null,",Goulburn,Australia,GUL
"'Inverell - Australia - IVR': null,",Inverell,Australia,IVR
"'Lightning Ridge - Australia - LHG': null,",Lightning Ridge,Australia,LHG
"'Lismore - Australia - LSY': null,",Lismore,Australia,LSY
"'Merimbula - Australia - MIM': null,",Merimbula,Australia,MIM
"'Moree - Australia - MRZ': null,",Moree,Australia,MRZ
"'Maitland - Australia - MTL': null,",Maitland,Australia,MTL
"'Moruya - Australia - MYA': null,",Moruya,Australia,MYA
"'Narrabri - Australia - NAA': null,",Narrabri,Australia,NAA
"'Nowra - Australia - NOA': null,",Nowra,Australia,NOA
"'Narrandera - Australia - NRA': null,",Narrandera,Australia,NRA
"'Scone - Australia - NSO': null,",Scone,Australia,NSO
"'Newcastle - Australia - NTL': null,",Newcastle,Australia,NTL
"'Orange - Australia - OAG': null,",Orange,Australia,OAG
"'Cooma - Australia - OOM': null,",Cooma,Australia,OOM
"'Parkes - Australia - PKE': null,",Parkes,Australia,PKE
"'Port Macquarie - Australia - PQQ': null,",Port Macquarie,Australia,PQQ
"'Sydney - Australia - SYD': null,",Sydney,Australia,SYD
"'Temora - Australia - TEM': null,",Temora,Australia,TEM
"'Tamworth - Australia - TMW': null,",Tamworth,Australia,TMW
"'Taree - Australia - TRO': null,",Taree,Australia,TRO
"'Wagga Wagga - Australia - WGA': null,",Wagga Wagga,Australia,WGA
"'Walgett - Australia - WGE': null,",Walgett,Australia,WGE
"'Wilcannia - Australia - WIO': null,",Wilcannia,Australia,WIO
"'Wollongong - Australia - WOL': null,",Wollongong,Australia,WOL
"'Richmond - Australia - XRH': null,",Richmond,Australia,XRH
"'Amsterdam - Netherlands - AMS': null,",Amsterdam,Netherlands,AMS
"'De Kooy - Netherlands - DHR': null,",De Kooy,Netherlands,DHR
"'Eindhoven - Netherlands - EIN': null,",Eindhoven,Netherlands,EIN
"'Enschede - Netherlands - ENS': null,",Enschede,Netherlands,ENS
"'Gilze-rijen - Netherlands - GLZ': null,",Gilze-rijen,Netherlands,GLZ
"'Groningen - Netherlands - GRQ': null,",Groningen,Netherlands,GRQ
"'Lelystad - Netherlands - LEY': null,",Lelystad,Netherlands,LEY
"'Valkenburg - Netherlands - LID': null,",Valkenburg,Netherlands,LID
"'Leeuwarden - Netherlands - LWR': null,",Leeuwarden,Netherlands,LWR
"'Maastricht - Netherlands - MST': null,",Maastricht,Netherlands,MST
"'Rotterdam - Netherlands - RTM': null,",Rotterdam,Netherlands,RTM
"'Soesterberg - Netherlands - UTC': null,",Soesterberg,Netherlands,UTC
"'Woensdrecht - Netherlands - WOE': null,",Woensdrecht,Netherlands,WOE
"'Agrinion - Greece - AGQ': null,",Agrinion,Greece,AGQ
"'Karpathos - Greece - AOK': null,",Karpathos,Greece,AOK
"'Athens - Greece - ATH': null,",Athens,Greece,ATH
"'Alexandroupolis - Greece - AXD': null,",Alexandroupolis,Greece,AXD
"'Kerkyra/corfu - Greece - CFU': null,",Kerkyra/corfu,Greece,CFU
"'Chania - Greece - CHQ': null,",Chania,Greece,CHQ
"'Keffallinia - Greece - EFL': null,",Keffallinia,Greece,EFL
"'Patras - Greece - GPA': null,",Patras,Greece,GPA
"'Heraklion - Greece - HER': null,",Heraklion,Greece,HER
"'Athens - Greece - HEW': null,",Athens,Greece,HEW
"'Ioannina - Greece - IOA': null,",Ioannina,Greece,IOA
"'Ikaria - Greece - JIK': null,",Ikaria,Greece,JIK
"'Chios - Greece - JKH': null,",Chios,Greece,JKH
"'Kalymnos - Greece - JKL': null,",Kalymnos,Greece,JKL
"'Mykonos - Greece - JMK': null,",Mykonos,Greece,JMK
"'Cyclades Islands - Greece - JNX': null,",Cyclades Islands,Greece,JNX
"'Sitia - Greece - JSH': null,",Sitia,Greece,JSH
"'Skiathos - Greece - JSI': null,",Skiathos,Greece,JSI
"'Syros Island - Greece - JSY': null,",Syros Island,Greece,JSY
"'Thira - Greece - JTR': null,",Thira,Greece,JTR
"'Astypalaia - Greece - JTY': null,",Astypalaia,Greece,JTY
"'Kos - Greece - KGS': null,",Kos,Greece,KGS
"'Kithira - Greece - KIT': null,",Kithira,Greece,KIT
"'Kalamata - Greece - KLX': null,",Kalamata,Greece,KLX
"'Kasos - Greece - KSJ': null,",Kasos,Greece,KSJ
"'Kastoria - Greece - KSO': null,",Kastoria,Greece,KSO
"'Kavala - Greece - KVA': null,",Kavala,Greece,KVA
"'Kozani - Greece - KZI': null,",Kozani,Greece,KZI
"'Kastelorizo - Greece - KZS': null,",Kastelorizo,Greece,KZS
"'Larissa - Greece - LRA': null,",Larissa,Greece,LRA
"'Leros - Greece - LRS': null,",Leros,Greece,LRS
"'Limnos - Greece - LXS': null,",Limnos,Greece,LXS
"'Mytilini - Greece - MJT': null,",Mytilini,Greece,MJT
"'Milos - Greece - MLO': null,",Milos,Greece,MLO
"'Paros - Greece - PAS': null,",Paros,Greece,PAS
"'Porto Heli - Greece - PKH': null,",Porto Heli,Greece,PKH
"'Preveza - Greece - PVK': null,",Preveza,Greece,PVK
"'Andravida - Greece - PYR': null,",Andravida,Greece,PYR
"'Rhodos - Greece - RHO': null,",Rhodos,Greece,RHO
"'Thessaloniki - Greece - SKG': null,",Thessaloniki,Greece,SKG
"'Skiros - Greece - SKU': null,",Skiros,Greece,SKU
"'Samos - Greece - SMI': null,",Samos,Greece,SMI
"'Sparti - Greece - SPJ': null,",Sparti,Greece,SPJ
"'Nea Anghialos - Greece - VOL': null,",Nea Anghialos,Greece,VOL
"'Zakynthos - Greece - ZTH': null,",Zakynthos,Greece,ZTH
"'Belgrade - Serbia - BEG': null,",Belgrade,Serbia,BEG
"'Nis - Serbia - INI': null,",Nis,Serbia,INI
"'Pristina - Serbia - PRN': null,",Pristina,Serbia,PRN
"'Aachen - Germany - AAH': null,",Aachen,Germany,AAH
"'Augsburg - Germany - AGB': null,",Augsburg,Germany,AGB
"'Wangerooge - Germany - AGE': null,",Wangerooge,Germany,AGE
"'Altenburg - Germany - AOC': null,",Altenburg,Germany,AOC
"'Barth - Germany - BBH': null,",Barth,Germany,BBH
"'Birburg - Germany - BBJ': null,",Birburg,Germany,BBJ
"'Bielefeld - Germany - BFE': null,",Bielefeld,Germany,BFE
"'Borkum - Germany - BMK': null,",Borkum,Germany,BMK
"'Bremen - Germany - BRE': null,",Bremen,Germany,BRE
"'Bremerhaven - Germany - BRV': null,",Bremerhaven,Germany,BRV
"'Braunschweig - Germany - BWE': null,",Braunschweig,Germany,BWE
"'Bayreuth - Germany - BYU': null,",Bayreuth,Germany,BYU
"'Cottbus - Germany - CBU': null,",Cottbus,Germany,CBU
"'Cologne - Germany - CGN': null,",Cologne,Germany,CGN
"'Cochstedt - Germany - CSO': null,",Cochstedt,Germany,CSO
"'Dresden - Germany - DRS': null,",Dresden,Germany,DRS
"'Dortmund - Germany - DTM': null,",Dortmund,Germany,DTM
"'Duesseldorf - Germany - DUS': null,",Duesseldorf,Germany,DUS
"'Eisenach - Germany - EIB': null,",Eisenach,Germany,EIB
"'Emden - Germany - EME': null,",Emden,Germany,EME
"'Erfurt - Germany - ERF': null,",Erfurt,Germany,ERF
"'Essen - Germany - ESS': null,",Essen,Germany,ESS
"'Neumuenster - Germany - EUM': null,",Neumuenster,Germany,EUM
"'Nordholz - Germany - FCN': null,",Nordholz,Germany,FCN
"'Friedrichshafen - Germany - FDH': null,",Friedrichshafen,Germany,FDH
"'Fuerstenfeldbruck - Germany - FEL': null,",Fuerstenfeldbruck,Germany,FEL
"'Karlsruhe/Baden-Baden - Germany - FKB': null,",Karlsruhe/Baden-Baden,Germany,FKB
"'Flensburg - Germany - FLF': null,",Flensburg,Germany,FLF
"'Memmingen - Germany - FMM': null,",Memmingen,Germany,FMM
"'Munster - Germany - FMO': null,",Munster,Germany,FMO
"'Frankfurt - Germany - FRA': null,",Frankfurt,Germany,FRA
"'Fritzlar - Germany - FRZ': null,",Fritzlar,Germany,FRZ
"'Giebelstadt - Germany - GHF': null,",Giebelstadt,Germany,GHF
"'Geilenkirchen - Germany - GKE': null,",Geilenkirchen,Germany,GKE
"'Ruegen - Germany - GTI': null,",Ruegen,Germany,GTI
"'Guetersloh - Germany - GUT': null,",Guetersloh,Germany,GUT
"'Westerland - Germany - GWT': null,",Westerland,Germany,GWT
"'Hannover - Germany - HAJ': null,",Hannover,Germany,HAJ
"'Hamburg - Germany - HAM': null,",Hamburg,Germany,HAM
"'Heringsdorf - Germany - HDF': null,",Heringsdorf,Germany,HDF
"'BÃ¼sum - Germany - HEI': null,",BÃ¼sum,Germany,HEI
"'Helgoland - Germany - HGL': null,",Helgoland,Germany,HGL
"'Hahn - Germany - HHN': null,",Hahn,Germany,HHN
"'Hof - Germany - HOQ': null,",Hof,Germany,HOQ
"'Riesa - Germany - IES': null,",Riesa,Germany,IES
"'Ingolstadt - Germany - IGS': null,",Ingolstadt,Germany,IGS
"'Juist - Germany - JUI': null,",Juist,Germany,JUI
"'Kiel - Germany - KEL': null,",Kiel,Germany,KEL
"'Koethen - Germany - KOQ': null,",Koethen,Germany,KOQ
"'Kassel - Germany - KSF': null,",Kassel,Germany,KSF
"'Kitzingen - Germany - KZG': null,",Kitzingen,Germany,KZG
"'Luebeck - Germany - LBC': null,",Luebeck,Germany,LBC
"'Leipzig - Germany - LEJ': null,",Leipzig,Germany,LEJ
"'Langeoog - Germany - LGO': null,",Langeoog,Germany,LGO
"'Lahr - Germany - LHA': null,",Lahr,Germany,LHA
"'Moenchengladbach - Germany - MGL': null,",Moenchengladbach,Germany,MGL
"'Mannheim - Germany - MHG': null,",Mannheim,Germany,MHG
"'Munich - Germany - MUC': null,",Munich,Germany,MUC
"'Norden - Germany - NOD': null,",Norden,Germany,NOD
"'Norderney - Germany - NRD': null,",Norderney,Germany,NRD
"'Weeze - Germany - NRN': null,",Weeze,Germany,NRN
"'Nuernberg - Germany - NUE': null,",Nuernberg,Germany,NUE
"'Oberpfaffenhofen - Germany - OBF': null,",Oberpfaffenhofen,Germany,OBF
"'Paderborn - Germany - PAD': null,",Paderborn,Germany,PAD
"'Peenemunde - Germany - PEF': null,",Peenemunde,Germany,PEF
"'Sankt Peter-Ording - Germany - PSH': null,",Sankt Peter-Ording,Germany,PSH
"'Egelsbach - Germany - QEF': null,",Egelsbach,Germany,QEF
"'Schoenhagen - Germany - QXH': null,",Schoenhagen,Germany,QXH
"'Straubing - Germany - RBM': null,",Straubing,Germany,RBM
"'Rechlin-laerz - Germany - REB': null,",Rechlin-laerz,Germany,REB
"'Laage - Germany - RLG': null,",Laage,Germany,RLG
"'Ramstein - Germany - RMS': null,",Ramstein,Germany,RMS
"'Saarbruecken - Germany - SCN': null,",Saarbruecken,Germany,SCN
"'Siegerland - Germany - SGE': null,",Siegerland,Germany,SGE
"'Spangdahlem - Germany - SPM': null,",Spangdahlem,Germany,SPM
"'Stuttgart - Germany - STR': null,",Stuttgart,Germany,STR
"'Berlin - Germany - SXF': null,",Berlin,Germany,SXF
"'Parchim - Germany - SZW': null,",Parchim,Germany,SZW
"'Berlin - Germany - THF': null,",Berlin,Germany,THF
"'Berlin - Germany - TXL': null,",Berlin,Germany,TXL
"'Burg Feuerstein - Germany - URD': null,",Burg Feuerstein,Germany,URD
"'Schleswig - Germany - WBG': null,",Schleswig,Germany,WBG
"'Wiesbaden - Germany - WIE': null,",Wiesbaden,Germany,WIE
"'Wilhelmshaven - Germany - WVN': null,",Wilhelmshaven,Germany,WVN
"'Hamburg - Germany - XFW': null,",Hamburg,Germany,XFW
"'Celle - Germany - ZCN': null,",Celle,Germany,ZCN
"'Magdeburg - Germany - ZMG': null,",Magdeburg,Germany,ZMG
"'Hanau - Germany - ZNF': null,",Hanau,Germany,ZNF
"'Donaueschingen - Germany - ZQL': null,",Donaueschingen,Germany,ZQL
"'Zweibruecken - Germany - ZQW': null,",Zweibruecken,Germany,ZQW
"'Bratislava - Slovakia - BTS': null,",Bratislava,Slovakia,BTS
"'Å½ilina - Slovakia - ILZ': null,",Å½ilina,Slovakia,ILZ
"'Kosice - Slovakia - KSC': null,",Kosice,Slovakia,KSC
"'Piestany - Slovakia - PZY': null,",Piestany,Slovakia,PZY
"'Sliac - Slovakia - SLD': null,",Sliac,Slovakia,SLD
"'Poprad - Slovakia - TAT': null,",Poprad,Slovakia,TAT
"'Antwerp - Belgium - ANR': null,",Antwerp,Belgium,ANR
"'Brussels - Belgium - BRU': null,",Brussels,Belgium,BRU
"'Charleroi - Belgium - CRL': null,",Charleroi,Belgium,CRL
"'Kortrijk-vevelgem - Belgium - KJK': null,",Kortrijk-vevelgem,Belgium,KJK
"'Liege - Belgium - LGG': null,",Liege,Belgium,LGG
"'Zoersel - Belgium - OBL': null,",Zoersel,Belgium,OBL
"'Ostend - Belgium - OST': null,",Ostend,Belgium,OST
"'Arad - Romania - ARW': null,",Arad,Romania,ARW
"'Baia Mare - Romania - BAY': null,",Baia Mare,Romania,BAY
"'Bucharest - Romania - BBU': null,",Bucharest,Romania,BBU
"'Bacau - Romania - BCM': null,",Bacau,Romania,BCM
"'Cluj-napoca - Romania - CLJ': null,",Cluj-napoca,Romania,CLJ
"'Constanta - Romania - CND': null,",Constanta,Romania,CND
"'Craiova - Romania - CRA': null,",Craiova,Romania,CRA
"'Caransebes - Romania - CSB': null,",Caransebes,Romania,CSB
"'Iasi - Romania - IAS': null,",Iasi,Romania,IAS
"'Oradea - Romania - OMR': null,",Oradea,Romania,OMR
"'Bucharest - Romania - OTP': null,",Bucharest,Romania,OTP
"'Sibiu - Romania - SBZ': null,",Sibiu,Romania,SBZ
"'Suceava - Romania - SCV': null,",Suceava,Romania,SCV
"'Satu Mare - Romania - SUJ': null,",Satu Mare,Romania,SUJ
"'Tulcea - Romania - TCE': null,",Tulcea,Romania,TCE
"'Tirgu Mures - Romania - TGM': null,",Tirgu Mures,Romania,TGM
"'Timisoara - Romania - TSR': null,",Timisoara,Romania,TSR
"'Budapest - Hungary - BUD': null,",Budapest,Hungary,BUD
"'Debrecen - Hungary - DEB': null,",Debrecen,Hungary,DEB
"'PÃ©cs-PogÃ¡ny - Hungary - PEV': null,",PÃ©cs-PogÃ¡ny,Hungary,PEV
"'SÃ¡rmellÃ©k - Hungary - SOB': null,",SÃ¡rmellÃ©k,Hungary,SOB
"'Columbus - United States - TZR': null,",Columbus,United States,TZR
"'Saltsy - Moldova - BZY': null,",Saltsy,Moldova,BZY
"'Chisinau - Moldova - KIV': null,",Chisinau,Moldova,KIV
"'Aalborg - Denmark - AAL': null,",Aalborg,Denmark,AAL
"'Aarhus - Denmark - AAR': null,",Aarhus,Denmark,AAR
"'Billund - Denmark - BLL': null,",Billund,Denmark,BLL
"'Laeso - Denmark - BYR': null,",Laeso,Denmark,BYR
"'Sindal - Denmark - CNL': null,",Sindal,Denmark,CNL
"'Copenhagen - Denmark - CPH': null,",Copenhagen,Denmark,CPH
"'Esbjerg - Denmark - EBJ': null,",Esbjerg,Denmark,EBJ
"'Karup - Denmark - KRP': null,",Karup,Denmark,KRP
"'Maribo - Denmark - MRW': null,",Maribo,Denmark,MRW
"'Odense - Denmark - ODE': null,",Odense,Denmark,ODE
"'Copenhagen - Denmark - RKE': null,",Copenhagen,Denmark,RKE
"'Ronne - Denmark - RNN': null,",Ronne,Denmark,RNN
"'Soenderborg - Denmark - SGD': null,",Soenderborg,Denmark,SGD
"'Skrydstrup - Denmark - SKS': null,",Skrydstrup,Denmark,SKS
"'Skive - Denmark - SQW': null,",Skive,Denmark,SQW
"'Stauning - Denmark - STA': null,",Stauning,Denmark,STA
"'Thisted - Denmark - TED': null,",Thisted,Denmark,TED
"'Bantry - Ireland - BYT': null,",Bantry,Ireland,BYT
"'Dongloe - Ireland - CFN': null,",Dongloe,Ireland,CFN
"'Dublin - Ireland - DUB': null,",Dublin,Ireland,DUB
"'Galway - Ireland - GWY': null,",Galway,Ireland,GWY
"'Inishmaan - Ireland - IIA': null,",Inishmaan,Ireland,IIA
"'Inisheer - Ireland - INQ': null,",Inisheer,Ireland,INQ
"'Inis Mor - Ireland - IOR': null,",Inis Mor,Ireland,IOR
"'Kerry - Ireland - KIR': null,",Kerry,Ireland,KIR
"'Indreabhan - Ireland - NNR': null,",Indreabhan,Ireland,NNR
"'Connaught - Ireland - NOC': null,",Connaught,Ireland,NOC
"'Cork - Ireland - ORK': null,",Cork,Ireland,ORK
"'Shannon - Ireland - SNN': null,",Shannon,Ireland,SNN
"'Sligo - Ireland - SXL': null,",Sligo,Ireland,SXL
"'Waterford - Ireland - WAT': null,",Waterford,Ireland,WAT
"'Gibraltar - Gibraltar - GIB': null,",Gibraltar,Gibraltar,GIB
"'Alderney - Guernsey - ACI': null,",Alderney,Guernsey,ACI
"'Guernsey - Guernsey - GCI': null,",Guernsey,Guernsey,GCI
"'Enontekio - Finland - ENF': null,",Enontekio,Finland,ENF
"'Helsinki - Finland - HEL': null,",Helsinki,Finland,HEL
"'Helsinki - Finland - HEM': null,",Helsinki,Finland,HEM
"'Hyvinkaa - Finland - HYV': null,",Hyvinkaa,Finland,HYV
"'Ivalo - Finland - IVL': null,",Ivalo,Finland,IVL
"'Joensuu - Finland - JOE': null,",Joensuu,Finland,JOE
"'Jyvaskyla - Finland - JYV': null,",Jyvaskyla,Finland,JYV
"'Kajaani - Finland - KAJ': null,",Kajaani,Finland,KAJ
"'Kuusamo - Finland - KAO': null,",Kuusamo,Finland,KAO
"'Kauhava - Finland - KAU': null,",Kauhava,Finland,KAU
"'Kemi - Finland - KEM': null,",Kemi,Finland,KEM
"'Halli - Finland - KEV': null,",Halli,Finland,KEV
"'Kauhajoki - Finland - KHJ': null,",Kauhajoki,Finland,KHJ
"'Kruunupyy - Finland - KOK': null,",Kruunupyy,Finland,KOK
"'Kitee - Finland - KTQ': null,",Kitee,Finland,KTQ
"'Kittila - Finland - KTT': null,",Kittila,Finland,KTT
"'Kuopio - Finland - KUO': null,",Kuopio,Finland,KUO
"'Lappeenranta - Finland - LPP': null,",Lappeenranta,Finland,LPP
"'Mikkeli - Finland - MIK': null,",Mikkeli,Finland,MIK
"'Oulu - Finland - OUL': null,",Oulu,Finland,OUL
"'Pori - Finland - POR': null,",Pori,Finland,POR
"'Vesivehmaa - Finland - QLF': null,",Vesivehmaa,Finland,QLF
"'Rovaniemi - Finland - RVN': null,",Rovaniemi,Finland,RVN
"'SeinÃ¤joki / Ilmajoki - Finland - SJY': null,",SeinÃ¤joki / Ilmajoki,Finland,SJY
"'Sodankyla - Finland - SOT': null,",Sodankyla,Finland,SOT
"'Savonlinna - Finland - SVL': null,",Savonlinna,Finland,SVL
"'Turku - Finland - TKU': null,",Turku,Finland,TKU
"'Tampere - Finland - TMP': null,",Tampere,Finland,TMP
"'Utti - Finland - UTI': null,",Utti,Finland,UTI
"'Vaasa - Finland - VAA': null,",Vaasa,Finland,VAA
"'Varkaus - Finland - VRK': null,",Varkaus,Finland,VRK
"'Ylivieska-raudaskyla - Finland - YLI': null,",Ylivieska-raudaskyla,Finland,YLI
"'Isle Of Man - Isle of Man - IOM': null,",Isle Of Man,Isle of Man,IOM
"'Adana - Turkey - ADA': null,",Adana,Turkey,ADA
"'Izmir - Turkey - ADB': null,",Izmir,Turkey,ADB
"'Adiyaman - Turkey - ADF': null,",Adiyaman,Turkey,ADF
"'Afyon - Turkey - AFY': null,",Afyon,Turkey,AFY
"'Agri - Turkey - AJI': null,",Agri,Turkey,AJI
"'Ankara - Turkey - ANK': null,",Ankara,Turkey,ANK
"'Eskissehir - Turkey - AOE': null,",Eskissehir,Turkey,AOE
"'Kayseri - Turkey - ASR': null,",Kayseri,Turkey,ASR
"'Antalya - Turkey - AYT': null,",Antalya,Turkey,AYT
"'Batman - Turkey - BAL': null,",Batman,Turkey,BAL
"'Bandirma - Turkey - BDM': null,",Bandirma,Turkey,BDM
"'Bingol - Turkey - BGG': null,",Bingol,Turkey,BGG
"'Bodrum - Turkey - BJV': null,",Bodrum,Turkey,BJV
"'Bursa - Turkey - BTZ': null,",Bursa,Turkey,BTZ
"'Bodrum - Turkey - BXN': null,",Bodrum,Turkey,BXN
"'Balikesir - Turkey - BZI': null,",Balikesir,Turkey,BZI
"'Canakkale - Turkey - CKZ': null,",Canakkale,Turkey,CKZ
"'Diyabakir - Turkey - DIY': null,",Diyabakir,Turkey,DIY
"'Dalaman - Turkey - DLM': null,",Dalaman,Turkey,DLM
"'Denizli - Turkey - DNZ': null,",Denizli,Turkey,DNZ
"'Balikesir Korfez - Turkey - EDO': null,",Balikesir Korfez,Turkey,EDO
"'Erzincan - Turkey - ERC': null,",Erzincan,Turkey,ERC
"'Erzurum - Turkey - ERZ': null,",Erzurum,Turkey,ERZ
"'Ankara - Turkey - ESB': null,",Ankara,Turkey,ESB
"'Eskisehir - Turkey - ESK': null,",Eskisehir,Turkey,ESK
"'Elazig - Turkey - EZS': null,",Elazig,Turkey,EZS
